conceptQID,fieldQID
Q3288122,Q7867
Q5419936,Q7867
Q51289154,Q7867
Q131345396,Q7867
Q1165282,Q6368
Q4343954,Q6368
Q55278963,Q6368
Q167,Q395
Q43518,Q7173
Q190993,Q7173
Q695883,Q7173
Q882463,Q7173
Q1201861,Q7173
Q11348,Q395
Q17295,Q395
Q130998,Q395
Q246672,Q395
Q629085,Q395
Q1174982,Q395
Q1272626,Q395
Q1480022,Q395
Q1548746,Q395
Q1799665,Q395
Q2634405,Q395
Q3075175,Q395
Q3924032,Q395
Q5532467,Q395
Q6585992,Q395
Q6664444,Q395
Q7230113,Q395
Q7316303,Q395
Q180502,Q7175
Q12740703,Q7175
Q107637788,Q7175
Q188956,Q7208
Q676092,Q7208
Q1056943,Q7208
Q1650750,Q7208
Q5421165,Q7208
Q5625152,Q7208
Q7259538,Q7208
Q13421936,Q7208
Q66824578,Q7208
Q8434,Q7922
Q350453,Q7922
Q757514,Q7922
Q1152372,Q7922
Q1813494,Q7922
Q4291937,Q7922
Q56408513,Q7922
Q98178108,Q7922
Q116680817,Q7922
Q116026392,Q7150
Q116193364,Q7150
Q116193385,Q7150
Q116213371,Q7150
Q116213377,Q7150
Q116266456,Q7150
Q116466966,Q7150
Q116626529,Q7150
Q117044295,Q7150
Q117052930,Q7150
Q117212894,Q7150
Q117218032,Q7150
Q117235451,Q7150
Q117384015,Q7150
Q117576117,Q7150
Q117805851,Q7150
Q118106220,Q7150
Q118125519,Q7150
Q118582874,Q7150
Q121770559,Q7150
Q121793905,Q7150
Q121797099,Q7150
Q122854998,Q7150
Q123515495,Q7150
Q123742035,Q7150
Q123742053,Q7150
Q123742061,Q7150
Q123785469,Q7150
Q123785479,Q7150
Q123785483,Q7150
Q123916877,Q7150
Q123923518,Q7150
Q124208424,Q7150
Q124217921,Q7150
Q124218024,Q7150
Q126285699,Q7150
Q128106991,Q7150
Q130091393,Q7150
Q130280417,Q7150
Q130280634,Q7150
Q130437231,Q7150
Q112057621,Q7150
Q112058784,Q7150
Q112076360,Q7150
Q112076369,Q7150
Q112076375,Q7150
Q112076385,Q7150
Q112076650,Q7150
Q112159158,Q7150
Q112229120,Q7150
Q112229136,Q7150
Q112235228,Q7150
Q112265192,Q7150
Q112265246,Q7150
Q112293176,Q7150
Q112306385,Q7150
Q112310813,Q7150
Q112481324,Q7150
Q112482366,Q7150
Q112622562,Q7150
Q113009509,Q7150
Q113193912,Q7150
Q114091572,Q7150
Q114091911,Q7150
Q114093850,Q7150
Q114840256,Q7150
Q115127448,Q7150
Q115322263,Q7150
Q115489680,Q7150
Q115489741,Q7150
Q115532199,Q7150
Q115767755,Q7150
Q115794757,Q7150
Q115949758,Q7150
Q115949784,Q7150
Q116007113,Q7150
Q116025791,Q7150
Q233031,Q394
Q4366366,Q394
Q55029126,Q394
Q55033061,Q394
Q55070421,Q394
Q7205,Q8008
Q46255,Q8008
Q52151,Q8008
Q131089,Q8008
Q212919,Q8008
Q387935,Q8008
Q901704,Q8008
Q9161265,Q8008
Q12649422,Q8008
Q125199290,Q8008
Q7860,Q7991
Q1263258,Q7991
Q1322005,Q7991
Q13878858,Q7991
Q1755512,Q395
Q1763948,Q395
Q1855669,Q395
Q1936384,Q395
Q1965418,Q395
Q2313702,Q395
Q2670846,Q395
Q3884033,Q395
Q5051825,Q395
Q5282039,Q395
Q5876138,Q395
Q7118987,Q395
Q7134013,Q395
Q7190517,Q395
Q7190519,Q395
Q7309604,Q395
Q7632662,Q395
Q9993851,Q395
Q12709275,Q395
Q12892258,Q395
Q13190796,Q395
Q13191103,Q395
Q17020604,Q395
Q17127780,Q395
Q20642780,Q395
Q114682730,Q395
Q114705834,Q395
Q118383219,Q395
Q118970497,Q395
Q2539,Q395
Q3968,Q395
Q7754,Q395
Q8078,Q395
Q8087,Q395
Q8366,Q395
Q11205,Q395
Q12479,Q395
Q12483,Q395
Q42989,Q395
Q81392,Q395
Q115646,Q395
Q121416,Q395
Q131222,Q395
Q156495,Q395
Q159943,Q395
Q205084,Q395
Q218005,Q395
Q446867,Q395
Q744069,Q395
Q858320,Q395
Q863349,Q395
Q901718,Q395
Q1055314,Q395
Q1071239,Q395
Q1140046,Q395
Q1166618,Q395
Q1193832,Q395
Q1268589,Q395
Q1308570,Q395
Q1410503,Q395
Q111352,Q8096
Q2944660,Q8096
Q1474213,Q8091
Q2303637,Q8091
Q4147654,Q8091
Q3126046,Q121127032
Q121127259,Q121127032
Q12483,Q8134
Q26086,Q8134
Q26643,Q8134
Q33233,Q8134
Q47398,Q8134
Q47417,Q8134
Q82135,Q8134
Q160039,Q8134
Q385256,Q8134
Q747534,Q8134
Q798547,Q8134
Q851147,Q8134
Q861689,Q8134
Q1041282,Q8134
Q1127188,Q8134
Q1489796,Q8134
Q1916458,Q8134
Q2248246,Q8134
Q2294553,Q8134
Q2473359,Q8134
Q2620132,Q8134
Q2749409,Q8134
Q3194154,Q8134
Q3196867,Q8134
Q3297447,Q8134
Q3578710,Q8134
Q3578772,Q8134
Q3875012,Q8134
Q5333597,Q8134
Q5817289,Q8134
Q6018283,Q8134
Q6151357,Q8134
Q6160830,Q8134
Q6770837,Q8134
Q7948622,Q8134
Q8031514,Q8134
Q42967,Q122933041
Q122933063,Q122933041
Q122935964,Q122934780
Q4740894,Q122935277
Q12040649,Q122951657
Q124623841,Q124468378
Q47253,Q124650805
Q405,Q126181255
Q193006,Q126366484
Q124378,Q126366522
Q224107,Q126368867
Q3115586,Q131476
Q3115587,Q131476
Q3115589,Q131476
Q3115591,Q131476
Q3115592,Q131476
Q3115595,Q131476
Q3115596,Q131476
Q3115599,Q131476
Q3115601,Q131476
Q3115602,Q131476
Q3115603,Q131476
Q3115604,Q131476
Q3115606,Q131476
Q3115607,Q131476
Q3115608,Q131476
Q3115609,Q131476
Q3115611,Q131476
Q3115612,Q131476
Q3115613,Q131476
Q3115614,Q131476
Q3115616,Q131476
Q3115618,Q131476
Q3115619,Q131476
Q3115620,Q131476
Q3115621,Q131476
Q3115622,Q131476
Q3297804,Q131476
Q3401710,Q131476
Q3401711,Q131476
Q3401797,Q131476
Q3401799,Q131476
Q3477029,Q131476
Q3477031,Q131476
Q3477045,Q131476
Q3477046,Q131476
Q3487138,Q131476
Q3487139,Q131476
Q3491411,Q131476
Q3498041,Q131476
Q3540194,Q131476
Q3608019,Q131476
Q3707624,Q131476
Q3867040,Q131476
Q3867041,Q131476
Q3893853,Q131476
Q4138754,Q131476
Q4158811,Q131476
Q4200699,Q131476
Q4253458,Q131476
Q4307303,Q131476
Q4390447,Q131476
Q4391253,Q131476
Q4391289,Q131476
Q4391306,Q131476
Q4545823,Q131476
Q4555371,Q131476
Q4651388,Q131476
Q4723998,Q131476
Q4779368,Q131476
Q4784907,Q131476
Q4893208,Q131476
Q4902585,Q131476
Q4927193,Q131476
Q4942925,Q131476
Q4951712,Q131476
Q4956329,Q131476
Q5047286,Q131476
Q5051951,Q131476
Q5062194,Q131476
Q5067368,Q131476
Q5071699,Q131476
Q5089262,Q131476
Q5121450,Q131476
Q5121616,Q131476
Q5121633,Q131476
Q5129750,Q131476
Q5138620,Q131476
Q5141281,Q131476
Q5155607,Q131476
Q5170147,Q131476
Q5172434,Q131476
Q5191786,Q131476
Q5203305,Q131476
Q5251771,Q131476
Q5251835,Q131476
Q5263683,Q131476
Q5319007,Q131476
Q5319218,Q131476
Q5337698,Q131476
Q5416492,Q131476
Q5428703,Q131476
Q5450242,Q131476
Q5462247,Q131476
Q5504427,Q131476
Q4241349,Q11473
Q4311765,Q11473
Q4374746,Q11473
Q4386958,Q11473
Q4402496,Q11473
Q4455302,Q11473
Q4455912,Q11473
Q4456904,Q11473
Q4538627,Q11473
Q5312416,Q11473
Q5377201,Q11473
Q5380513,Q11473
Q5380792,Q11473
Q5667724,Q11473
Q6339396,Q11473
Q6452502,Q11473
Q6510488,Q11473
Q6583695,Q11473
Q6731539,Q11473
Q7180938,Q11473
Q7187309,Q11473
Q7187860,Q11473
Q7421486,Q11473
Q7606342,Q11473
Q7783037,Q11473
Q7783110,Q11473
Q7849341,Q11473
Q8067817,Q11473
Q11569191,Q11473
Q11811175,Q11473
Q11917072,Q11473
Q12547013,Q11473
Q12727673,Q11473
Q12768807,Q11473
Q12888145,Q11473
Q14594844,Q11473
Q15020929,Q11473
Q15211908,Q11473
Q21086885,Q11473
Q22968916,Q11473
Q24568869,Q11473
Q42337841,Q11473
Q349,Q1298380
Q219067,Q1298380
Q309252,Q1298380
Q3115581,Q131476
Q3115583,Q131476
Q3115584,Q131476
Q3115585,Q131476
Q14554973,Q1341277
Q33527,Q1367176
Q35225,Q1367176
Q1672477,Q1367176
Q16797832,Q1367176
Q2990593,Q1336265
Q17161,Q1371704
Q1121708,Q1389268
Q1925224,Q1389268
Q169950,Q1409472
Q112118224,Q1412144
Q117817730,Q1412144
Q54837,Q1540472
Q324254,Q1540472
Q318438,Q1648514
Q112076540,Q1664460
Q65064479,Q2249329
Q106498439,Q2249329
Q121770387,Q2249329
Q16851184,Q2684571
Q1335050,Q2200417
Q7595770,Q2555318
Q122923050,Q2555318
Q122923051,Q2555318
Q235329,Q1800439
Q5404068,Q1800439
Q3129936,Q1976068
Q1110225,Q7155
Q1371437,Q7155
Q1438403,Q7155
Q2306148,Q7155
Q2572474,Q7155
Q2990593,Q7155
Q3851846,Q7155
Q5369077,Q7155
Q14819856,Q7155
Q17007332,Q7155
Q24034076,Q7155
Q83152989,Q7155
Q105104282,Q7155
Q121843162,Q7155
Q8425,Q34749
Q41693,Q34749
Q192386,Q34749
Q211606,Q34749
Q602884,Q34749
Q609298,Q34749
Q742609,Q34749
Q844569,Q34749
Q1061410,Q34749
Q1124515,Q34749
Q1639378,Q34749
Q2305441,Q34749
Q3150770,Q34749
Q5465576,Q34749
Q6002794,Q34749
Q7140431,Q34749
Q7265665,Q34749
Q109237165,Q34749
Q113077601,Q34749
Q113435339,Q34749
Q131859791,Q34749
Q132736408,Q34749
Q7020,Q7162
Q178694,Q7162
Q516389,Q7162
Q584562,Q7162
Q656732,Q7162
Q1650834,Q7162
Q2975941,Q7162
Q3285695,Q7162
Q5532883,Q7162
Q4185890,Q11473
Q4197872,Q11473
Q757514,Q35986
Q1292119,Q35986
Q3306693,Q35986
Q5937779,Q35986
Q12661055,Q35986
Q116975391,Q38112
Q121770387,Q38112
Q122854998,Q38112
Q130280417,Q38112
Q208697,Q43015
Q625360,Q43015
Q1166072,Q43015
Q9134,Q43455
Q45621,Q43455
Q9430,Q43518
Q15324,Q43518
Q1230015,Q43518
Q1421309,Q43518
Q2142457,Q43518
Q3258314,Q43518
Q60227690,Q43518
Q113662469,Q43518
Q115557738,Q43518
Q117386364,Q43518
Q4583280,Q43504
Q12599,Q52120
Q35666,Q52120
Q46966,Q52120
Q878077,Q52120
Q124635070,Q52120
Q124635081,Q52120
Q6333,Q413
Q11406,Q413
Q11473,Q413
Q11475,Q413
Q14620,Q413
Q18334,Q413
Q18335,Q413
Q18362,Q413
Q18366,Q413
Q26383,Q413
Q41217,Q413
Q45045,Q413
Q81197,Q413
Q81745,Q413
Q136980,Q413
Q165838,Q413
Q193870,Q413
Q290578,Q413
Q513656,Q413
Q658544,Q413
Q665093,Q413
Q715396,Q413
Q908692,Q413
Q909554,Q413
Q1120908,Q413
Q1319174,Q413
Q1908242,Q413
Q1924249,Q413
Q2313702,Q413
Q2597952,Q413
Q3338735,Q413
Q4162444,Q413
Q4218419,Q413
Q4252992,Q413
Q11433359,Q54837
Q321,Q58908
Q9056,Q59068
Q170217,Q59068
Q282445,Q59068
Q7397,Q80993
Q638608,Q80993
Q724168,Q80993
Q2088106,Q80993
Q7946,Q83353
Q17159,Q83353
Q1456639,Q83353
Q1653369,Q83353
Q4072472,Q83353
Q6630132,Q83353
Q43521,Q213891
Q108256,Q213891
Q392928,Q213891
Q568683,Q213891
Q630830,Q213891
Q754897,Q213891
Q2239359,Q213891
Q4005761,Q213891
Q12715053,Q213891
Q113662469,Q213891
Q1084485,Q214781
Q7572183,Q214781
Q56315826,Q214781
Q112954603,Q214781
Q1156320,Q272737
Q1470944,Q272737
Q30513971,Q272737
Q116025672,Q272737
Q23980874,Q295354
Q1045105,Q324254
Q11433359,Q324254
Q47089,Q334823
Q2143968,Q334823
Q9346860,Q334823
Q12136494,Q334823
Q2567646,Q396338
Q129325417,Q396338
Q11772,Q435608
Q1747689,Q435608
Q116795888,Q435608
Q135333,Q455928
Q135800,Q455928
Q468822,Q455928
Q782930,Q455928
Q2114071,Q455928
Q2200094,Q455928
Q2752642,Q455928
Q3239179,Q455928
Q13965050,Q455928
Q18389731,Q455928
Q106139141,Q455928
Q115813367,Q455928
Q116986287,Q455928
Q2102,Q577555
Q10276421,Q638608
Q12544,Q648154
Q104601680,Q700919
Q112118224,Q700919
Q432,Q843909
Q192951,Q843909
Q219669,Q843909
Q132795470,Q843909
Q5165761,Q772835
Q31207,Q843601
Q11000047,Q843601
Q12748,Q853915
Q24489,Q853915
Q889659,Q853915
Q4316134,Q853915
Q15104915,Q853915
Q101724944,Q853915
Q3,Q864928
Q7239,Q864928
Q37813,Q864928
Q1823478,Q864928
Q2996394,Q864928
Q6506039,Q864928
Q30336093,Q864928
Q4502142,Q861716
Q2330355,Q909789
Q2468944,Q909789
Q130302740,Q909789
Q124639951,Q912065
Q1121708,Q1022240
Q1925224,Q1022240
Q19977811,Q1022240
Q100151658,Q1022240
Q2843407,Q1044484
Q187997,Q1138244
Q1418712,Q1138244
Q2329545,Q1138244
Q3390774,Q1138244
Q12041020,Q1138244
Q6895739,Q932068
Q523607,Q963731
Q7268911,Q963731
Q123982501,Q1122550
Q184739,Q735
Q386724,Q735
Q1519454,Q735
Q2520975,Q735
Q5394619,Q735
Q12311287,Q735
Q12772852,Q735
Q47676592,Q735
Q106880819,Q735
Q111088919,Q735
Q125170821,Q735
Q3220391,Q1140126
Q4169,Q1195766
Q180046,Q1195766
Q686876,Q1195766
Q106486516,Q98021564
Q4457942,Q11882338
Q20918803,Q11882338
Q36196,Q29942894
Q98549668,Q29942894
Q179057,Q52683468
Q6868926,Q58681669
Q58968828,Q58681669
Q4,Q113540506
Q8981416,Q8134
Q9367570,Q8134
Q11074514,Q8134
Q11638401,Q8134
Q13190731,Q8134
Q16987668,Q8134
Q27038146,Q8134
Q52894765,Q8134
Q56557294,Q8134
Q66969865,Q8134
Q127601778,Q8134
Q1410327,Q160845
Q1455178,Q160845
Q1501364,Q160845
Q1540351,Q160845
Q1545853,Q160845
Q1624720,Q160845
Q1666136,Q160845
Q1666147,Q160845
Q1667964,Q160845
Q1752341,Q160845
Q1759988,Q160845
Q1774741,Q160845
Q1778220,Q160845
Q1800545,Q160845
Q1826594,Q160845
Q1859468,Q160845
Q2093358,Q160845
Q2313085,Q160845
Q2390977,Q160845
Q2719300,Q160845
Q2779687,Q160845
Q3032236,Q160845
Q3044418,Q160845
Q3109251,Q160845
Q3123468,Q160845
Q3144246,Q160845
Q3217338,Q160845
Q3217347,Q160845
Q3287002,Q160845
Q3329375,Q160845
Q3565256,Q160845
Q5404323,Q160845
Q5494543,Q160845
Q6486684,Q160845
Q6486741,Q160845
Q6535134,Q160845
Q6554053,Q160845
Q7431577,Q160845
Q7552794,Q160845
Q9283013,Q160845
Q9371015,Q160845
Q10521848,Q160845
Q10779529,Q160845
Q11755657,Q160845
Q11825133,Q160845
Q13105286,Q160845
Q16657634,Q160845
Q16664665,Q160845
Q16872924,Q160845
Q17141634,Q160845
Q17164913,Q160845
Q21097686,Q160845
Q25312714,Q160845
Q25583044,Q160845
Q38058796,Q160845
Q60535736,Q160845
Q61951540,Q160845
Q63302202,Q160845
Q65066144,Q160845
Q76588157,Q160845
Q109574653,Q160845
Q115788473,Q160845
Q118279300,Q160845
Q118500400,Q160845
Q180241,Q11473
Q182333,Q11473
Q182453,Q11473
Q185357,Q11473
Q186559,Q11473
Q186693,Q11473
Q188910,Q11473
Q189783,Q11473
Q191073,Q11473
Q191785,Q11473
Q192704,Q11473
Q201762,Q11473
Q204570,Q11473
Q207546,Q11473
Q207721,Q11473
Q208388,Q11473
Q209233,Q11473
Q212397,Q11473
Q213016,Q11473
Q213659,Q11473
Q215612,Q11473
Q230875,Q11473
Q230937,Q11473
Q233699,Q11473
Q252552,Q11473
Q255166,Q11473
Q255996,Q11473
Q264647,Q11473
Q264814,Q11473
Q266790,Q11473
Q278061,Q11473
Q284256,Q11473
Q312159,Q11473
Q320388,Q11473
Q325401,Q11473
Q334631,Q11473
Q369012,Q11473
Q379424,Q11473
Q379788,Q11473
Q384952,Q11473
Q423220,Q11473
Q483538,Q11473
Q484790,Q11473
Q486921,Q11473
Q487005,Q11473
Q487756,Q11473
Q503869,Q11473
Q552456,Q11473
Q574862,Q11473
Q589446,Q11473
Q596577,Q11473
Q610090,Q11473
Q619546,Q11473
Q632388,Q11473
Q644139,Q11473
Q657486,Q11473
Q657886,Q11473
Q663290,Q11473
Q676317,Q11473
Q682585,Q11473
Q690641,Q11473
Q691387,Q11473
Q724510,Q11473
Q737004,Q11473
Q746338,Q11473
Q747713,Q11473
Q756307,Q11473
Q760765,Q11473
Q761179,Q11473
Q815306,Q11473
Q831024,Q11473
Q844792,Q11473
Q849516,Q11473
Q864844,Q11473
Q865821,Q11473
Q868719,Q11473
Q871279,Q11473
Q898249,Q11473
Q898280,Q11473
Q898440,Q11473
Q898493,Q11473
Q898583,Q11473
Q898780,Q11473
Q898874,Q11473
Q899336,Q11473
Q899364,Q11473
Q899386,Q11473
Q899769,Q11473
Q899853,Q11473
Q900222,Q11473
Q900231,Q11473
Q900590,Q11473
Q124156770,Q160845
Q124156771,Q160845
Q124156772,Q160845
Q124156773,Q160845
Q124156774,Q160845
Q124156775,Q160845
Q124156776,Q160845
Q124156777,Q160845
Q124156778,Q160845
Q124156779,Q160845
Q124156780,Q160845
Q124156781,Q160845
Q124156782,Q160845
Q124156783,Q160845
Q124156784,Q160845
Q124156785,Q160845
Q124156786,Q160845
Q124156788,Q160845
Q124156789,Q160845
Q124156790,Q160845
Q124156793,Q160845
Q124156794,Q160845
Q124156795,Q160845
Q124156796,Q160845
Q124156797,Q160845
Q124156798,Q160845
Q124156799,Q160845
Q124156800,Q160845
Q124156801,Q160845
Q124156802,Q160845
Q8091,Q8162
Q35395,Q8162
Q37437,Q8162
Q38311,Q8162
Q39645,Q8162
Q40998,Q8162
Q181839,Q8162
Q192625,Q8162
Q280221,Q8162
Q333021,Q8162
Q652327,Q8162
Q661093,Q8162
Q775755,Q8162
Q853957,Q8162
Q921767,Q8162
Q980142,Q8162
Q1129466,Q8162
Q1137786,Q8162
Q1339096,Q8162
Q1428721,Q8162
Q1528015,Q8162
Q1532193,Q8162
Q1599204,Q8162
Q1916396,Q8162
Q2275697,Q8162
Q2313085,Q8162
Q2313306,Q8162
Q2376157,Q8162
Q3627138,Q8162
Q3833033,Q8162
Q4369615,Q8162
Q4376412,Q8162
Q4536542,Q8162
Q6954776,Q8162
Q7447724,Q8162
Q7669409,Q8162
Q7670061,Q8162
Q7810802,Q8162
Q8202211,Q8162
Q10530101,Q8162
Q11815366,Q8162
Q12355207,Q8162
Q12400486,Q8162
Q12949441,Q8162
Q13197857,Q8162
Q14506745,Q8162
Q16637073,Q8162
Q20057358,Q8162
Q21654591,Q8162
Q29864664,Q8162
Q56298810,Q8162
Q73413371,Q8162
Q163214,Q11473
Q166583,Q11473
Q170749,Q11473
Q172280,Q11473
Q176449,Q11473
Q178185,Q11473
Q178828,Q11473
Q179388,Q11473
Q2481441,Q156859
Q8236,Q160845
Q12483,Q160845
Q23492,Q160845
Q25295,Q160845
Q27630,Q160845
Q30081,Q160845
Q33384,Q160845
Q33831,Q160845
Q36870,Q160845
Q59203,Q160845
Q61566,Q160845
Q80839,Q160845
Q103808,Q160845
Q125421,Q160845
Q130989,Q160845
Q146893,Q160845
Q160845,Q160845
Q161272,Q160845
Q167172,Q160845
Q171755,Q160845
Q179488,Q160845
Q179677,Q160845
Q181839,Q160845
Q185467,Q160845
Q189970,Q160845
Q190539,Q160845
Q190656,Q160845
Q192227,Q160845
Q192989,Q160845
Q201884,Q160845
Q204826,Q160845
Q207101,Q160845
Q214244,Q160845
Q233107,Q160845
Q255615,Q160845
Q257716,Q160845
Q266961,Q160845
Q286576,Q160845
Q294936,Q160845
Q319972,Q160845
Q329499,Q160845
Q334451,Q160845
Q371231,Q160845
Q399495,Q160845
Q425967,Q160845
Q493477,Q160845
Q524648,Q160845
Q629071,Q160845
Q634266,Q160845
Q644302,Q160845
Q687185,Q160845
Q720113,Q160845
Q741550,Q160845
Q772835,Q160845
Q829257,Q160845
Q853085,Q160845
Q913935,Q160845
Q951873,Q160845
Q976277,Q160845
Q1036511,Q160845
Q1036601,Q160845
Q1047050,Q160845
Q1097949,Q160845
Q1129466,Q160845
Q1130761,Q160845
Q1137326,Q160845
Q1193729,Q160845
Q1218937,Q160845
Q1288568,Q160845
Q1321978,Q160845
Q1338878,Q160845
Q1358208,Q160845
Q1366987,Q160845
Q1367114,Q160845
Q1371374,Q160845
Q1378181,Q160845
Q23526,Q156864
Q33251,Q156864
Q40477,Q156864
Q2378782,Q156864
Q12056112,Q156864
Q25704993,Q156864
Q113182660,Q156864
Q323909,Q159385
Q112913262,Q159385
Q1130160,Q160039
Q1307899,Q160039
Q43533,Q160398
Q864822,Q160398
Q899743,Q160398
Q905842,Q160398
Q907364,Q160398
Q1753378,Q160398
Q3894995,Q160398
Q7572183,Q160398
Q11799166,Q160398
Q111975733,Q160398
Q111975743,Q160398
Q149013,Q1071
Q215501,Q1071
Q1253315,Q1071
Q1503166,Q1071
Q1792880,Q1071
Q1881188,Q1071
Q3074534,Q1071
Q4764942,Q1071
Q11523535,Q1071
Q11874492,Q1071
Q12174444,Q1071
Q12835922,Q1071
Q12906495,Q1071
Q13041076,Q1071
Q13045739,Q1071
Q13047382,Q1071
Q19425977,Q1071
Q19935939,Q1071
Q112708024,Q1071
Q124623991,Q1071
Q130610654,Q164204
Q11033,Q165650
Q202833,Q165650
Q1916196,Q165650
Q6031046,Q165650
Q30066819,Q165650
Q108704339,Q165650
Q15324,Q165838
Q23397,Q165838
Q337567,Q165838
Q863944,Q165838
Q3253281,Q165838
Q60227690,Q165838
Q112233380,Q165838
Q181648,Q166542
Q610018,Q166542
Q1054283,Q166542
Q1762091,Q166542
Q1785609,Q166542
Q4849975,Q166542
Q11688044,Q166542
Q188,Q166153
Q166542,Q1889
Q833938,Q1889
Q3917681,Q1889
Q20901295,Q1889
Q94158456,Q1889
Q729,Q170201
Q2570736,Q170201
Q9190427,Q170201
Q24249370,Q170201
Q67489935,Q170201
Q116028939,Q170201
Q101401,Q168058
Q425158,Q169525
Q7181581,Q169525
Q3356145,Q3306816
Q8070,Q3349060
Q9430,Q3349060
Q122223348,Q3349060
Q123553993,Q3349060
Q85800963,Q3537694
Q8388,Q170912
Q154136,Q170912
Q56826311,Q170912
Q44559,Q3809431
Q24895283,Q3809431
Q7918,Q4090659
Q133255,Q4090659
Q2267821,Q4090659
Q1132455,Q3614972
Q5687675,Q3614972
Q104415882,Q3634677
Q115788274,Q3640158
Q126510349,Q3640158
Q514,Q11190
Q3999,Q11190
Q77604,Q11190
Q131683,Q11190
Q185325,Q11190
Q207011,Q11190
Q246184,Q11190
Q460001,Q11190
Q607561,Q11190
Q614304,Q11190
Q803860,Q11190
Q930752,Q11190
Q1120908,Q11190
Q1304354,Q11190
Q1529977,Q11190
Q2897302,Q11190
Q3673891,Q11190
Q11012,Q170978
Q1340324,Q170978
Q56297211,Q170978
Q167810,Q4337149
Q9058,Q4423818
Q171336,Q4423818
Q3182860,Q4423818
Q122209752,Q4530312
Q123553993,Q4530312
Q1074,Q171171
Q212743,Q171171
Q949302,Q171171
Q124156811,Q160845
Q124156812,Q160845
Q124156813,Q160845
Q124156814,Q160845
Q124156815,Q160845
Q124156816,Q160845
Q124156817,Q160845
Q124156818,Q160845
Q124156819,Q160845
Q124156820,Q160845
Q124156821,Q160845
Q124156822,Q160845
Q124156823,Q160845
Q124156824,Q160845
Q124156825,Q160845
Q124156826,Q160845
Q124156827,Q160845
Q124156828,Q160845
Q124156829,Q160845
Q124156830,Q160845
Q124156831,Q160845
Q124156832,Q160845
Q124156833,Q160845
Q124156834,Q160845
Q124156835,Q160845
Q124156836,Q160845
Q124156837,Q160845
Q124156838,Q160845
Q124156839,Q160845
Q124156841,Q160845
Q124156842,Q160845
Q124156843,Q160845
Q124156844,Q160845
Q124156845,Q160845
Q124156846,Q160845
Q124156847,Q160845
Q124156848,Q160845
Q124156849,Q160845
Q124156850,Q160845
Q124156851,Q160845
Q124156852,Q160845
Q124156853,Q160845
Q124156854,Q160845
Q124156855,Q160845
Q124156856,Q160845
Q124156858,Q160845
Q124156859,Q160845
Q124156860,Q160845
Q124156861,Q160845
Q124156863,Q160845
Q124156864,Q160845
Q124156866,Q160845
Q124156867,Q160845
Q124156868,Q160845
Q124156869,Q160845
Q124156870,Q160845
Q124156871,Q160845
Q124156872,Q160845
Q124156873,Q160845
Q124156874,Q160845
Q124156875,Q160845
Q124156876,Q160845
Q124156877,Q160845
Q124156878,Q160845
Q124156879,Q160845
Q124156881,Q160845
Q124156882,Q160845
Q124156883,Q160845
Q124156884,Q160845
Q124156885,Q160845
Q124156886,Q160845
Q124156887,Q160845
Q124156888,Q160845
Q124156889,Q160845
Q124156890,Q160845
Q124156891,Q160845
Q124156892,Q160845
Q124156893,Q160845
Q124156894,Q160845
Q124156895,Q160845
Q124156897,Q160845
Q124156898,Q160845
Q124156899,Q160845
Q124156900,Q160845
Q124156901,Q160845
Q124156902,Q160845
Q124156903,Q160845
Q124156904,Q160845
Q124156905,Q160845
Q124156803,Q160845
Q124156804,Q160845
Q124156805,Q160845
Q124156806,Q160845
Q124156807,Q160845
Q124156808,Q160845
Q124156809,Q160845
Q124156810,Q160845
Q102205,Q172145
Q634407,Q172145
Q651142,Q172145
Q656906,Q172145
Q801770,Q172145
Q947531,Q172145
Q985009,Q172145
Q10359890,Q172145
Q48767644,Q172145
Q51535554,Q172145
Q104787277,Q172145
Q112835448,Q172145
Q130553536,Q172145
Q11024,Q11680831
Q11033,Q11680831
Q81009,Q11680831
Q1916196,Q11680831
Q6031064,Q11680831
Q10880526,Q11680831
Q17003551,Q11680831
Q76429716,Q11680831
Q104787685,Q11680831
Q2366957,Q5333460
Q8194294,Q5333460
Q70442071,Q5333460
Q11710365,Q5728861
Q110758984,Q5728861
Q113105522,Q5728861
Q527129,Q7135008
Q131265,Q7229751
Q1717246,Q7242358
Q183140,Q7433745
Q3954104,Q7445044
Q6554068,Q7663820
Q4738351,Q11190
Q5193638,Q9393074
Q18534251,Q10818163
Q85878070,Q10818163
Q21198,Q11492827
Q43035,Q11492827
Q2345425,Q11680018
Q5885,Q7681446
Q173491,Q7681446
Q7681409,Q7681446
Q10549089,Q7681446
Q1066186,Q9293033
Q65928774,Q9293033
Q10811,Q9307400
Q9458574,Q9335841
Q184616,Q9361552
Q37211,Q9393074
Q2722997,Q9393074
Q91439876,Q395
Q119032381,Q395
Q121358689,Q395
Q121547739,Q395
Q121547798,Q395
Q123910839,Q395
Q124617105,Q395
Q13019287,Q395
Q17075276,Q395
Q20026918,Q395
Q24034552,Q395
Q28777634,Q395
Q28920044,Q395
Q29654355,Q395
Q91311892,Q395
Q211606,Q15148892
Q8072,Q16000119
Q42045,Q16000119
Q11107175,Q16000119
Q104477483,Q16669122
Q25308,Q16911243
Q17884,Q17014367
Q189125,Q17014367
Q190965,Q17014367
Q1771029,Q17014367
Q4135211,Q17014367
Q10701290,Q17014367
Q114757306,Q17014367
Q220551,Q177635
Q1124286,Q177635
Q1426443,Q177635
Q1641429,Q177635
